date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2023-07-22,-1.01,1,,1,['https://www.yoursourceone.com/technology/threat-or-not-elon-musk-gets-new-hearing-on-tweet-about-tesla-workers-stock-amid/article_acdf34be-5e4f-5dcd-85ed-9b226e4753d5.html'],['Article Acdf34be 5e4f 5dcd 85ed 9b226e4753d5']
2023-07-23,1.02,3,1.2,3,"['https://cyprus-mail.com/2023/07/23/teslas-elon-musk-optimistic-on-progress-for-self-driving-robots/', 'https://www.businesstoday.in/latest/story/no-special-treatment-to-tesla-can-seek-incentives-under-existing-schemes-govt-official-390893-2023-07-23', 'https://www.yahoo.com/entertainment/tesla-stock-falls-margins-slip-170545125.html']","['Teslas Elon Musk Optimistic On Progress For Self Driving Robots', 'No Special Treatment To Tesla Can Seek Incentives Under Existing Schemes Govt Official 390893 2023 07 23', 'Tesla Stock Falls Margins Slip 170545125']"
2023-07-24,-0.04,6,1.79,5,"['https://www.autoevolution.com/news/tesla-changes-full-self-driving-transfer-conditions-after-backlash-from-owners-218516.html', 'https://www.autoblog.com/2023/07/24/tesla-is-lapping-germanys-automakers-in-the-global-ev-race/', 'https://www.moneycontrol.com/news/business/tesla-to-discuss-factory-plan-for-new-24000-car-with-commerce-minister-report-11020341.html', 'https://komonews.com/news/nation-world/twitter-logo-change-to-x-goodbye-iconic-blue-bird-elon-musk-tesla-ceo-social-media-platform-brand-changes-birds', 'https://finance.yahoo.com/news/looks-teslas-cybertruck-missing-1-165451157.html', 'https://www.autoblog.com/2023/07/24/tesla-owners-share-some-unexpected-headaches-of-owning-their-ev/']","['Tesla Changes Full Self Driving Transfer Conditions After Backlash From Owners 218516', 'Tesla Is Lapping Germanys Automakers In The Global Ev Race', 'Tesla To Discuss Factory Plan For New 24000 Car With Commerce Minister Report 11020341', 'Twitter Logo Change To X Goodbye Iconic Blue Bird Elon Musk Tesla Ceo Social Media Platform Brand Changes Birds', 'Looks Teslas Cybertruck Missing 1 165451157', 'Tesla Owners Share Some Unexpected Headaches Of Owning Their Ev']"
2023-07-25,1.55,2,1.23,2,"['https://www.wallowa.com/business/finance/two-tesla-rivals-are-teaming-up-in-a-key-race-to-solve-a-major-pain/article_4883a10f-2b36-5d2a-acff-ed0c70afe2b2.html', 'https://insideevs.com/news/678629/tesla-tops-german-rivals-global-electric-car-race/']","['Article 4883a10f 2b36 5d2a Acff Ed0c70afe2b2', 'Tesla Tops German Rivals Global Electric Car Race']"
2023-07-26,-0.39,8,1.4,8,"['https://www.fool.com/investing/2023/07/26/tesla-deliveries-could-jump-next-year-but-the-grow/', 'https://www.theverge.com/2023/7/26/23807447/tesla-model-3-production-elon-musk-land-of-the-giants', 'https://www.streetinsider.com/Corporate+News/Tesla+(TSLA)+recalls+1,337+vehicles+for+misaligned+cameras/21950431.html', 'https://mynorthwest.com/3913461/major-automakers-unite-to-build-electric-vehicle-charging-network-they-say-will-rival-teslas/', 'https://www.bostonglobe.com/2023/07/26/business/major-automakers-unite-build-electric-vehicle-charging-network-they-say-will-rival-teslas/', 'https://www.aol.com/news/challenge-tesla-major-automakers-launch-141640070.html', 'https://santamariatimes.com/news/national/major-automakers-unite-to-build-electric-vehicle-charging-network-they-say-will-rival-teslas/article_b1860917-7f43-5730-8a82-2d20f2dc132d.html', 'https://www.goskagit.com/news/nation/major-automakers-unite-to-build-electric-vehicle-charging-network-they-say-will-rival-teslas/article_3635af2b-3717-5479-a15a-2e4a0ed915d7.html']","['Tesla Deliveries Could Jump Next Year But The Grow', 'Tesla Model 3 Production Elon Musk Land Of The Giants', '21950431', 'Major Automakers Unite To Build Electric Vehicle Charging Network They Say Will Rival Teslas', 'Major Automakers Unite Build Electric Vehicle Charging Network They Say Will Rival Teslas', 'Challenge Tesla Major Automakers Launch 141640070', 'Article B1860917 7f43 5730 8a82 2d20f2dc132d', 'Article 3635af2b 3717 5479 A15a 2e4a0ed915d7']"
2023-07-27,0.25,3,2.42,3,"['https://www.theday.com/local/20230726/tesla-skirts-states-direct-sales-ban-plans-retail-location-at-mohegan-sun/', 'https://thedriven.io/2023/07/27/tesla-plan-for-worlds-biggest-battery-plant-hits-water-issues-in-drought-stricken-german-state/', 'https://www.baltimorestar.com/news/273912600/how-traders-are-seeking-bullish-opportunities-in-a-hype-clouded-ai-and-robotics-market']","['Tesla Skirts States Direct Sales Ban Plans Retail Location At Mohegan Sun', 'Tesla Plan For Worlds Biggest Battery Plant Hits Water Issues In Drought Stricken German State', 'How Traders Are Seeking Bullish Opportunities In A Hype Clouded Ai And Robotics Market']"
2023-07-28,-1.55,5,3.3,5,"['https://www.chiangraitimes.com/news/tesla-under-investigation-by-california-attorney/', 'https://www.pressherald.com/2023/07/27/secret-tesla-team-reportedly-thwarted-range-complaints-by-mass-canceling-service-appointments/', 'https://www.theverge.com/2023/7/28/23810963/tesla-model-3-survey-bloomberg-2023', 'https://www.dailyrecord.co.uk/news/uk-world-news/tesla-factory-swarmed-cops-workers-30574680', 'https://www.techwalls.com/buy-tesla-in-connecticut-without-traveling-to-another-state/']","['Tesla Under Investigation By California Attorney', 'Secret Tesla Team Reportedly Thwarted Range Complaints By Mass Canceling Service Appointments', 'Tesla Model 3 Survey Bloomberg 2023', 'Tesla Factory Swarmed Cops Workers 30574680', 'Buy Tesla In Connecticut Without Traveling To Another State']"
2023-07-29,0.04,4,1.82,4,"['https://www.modernreaders.com/news/2023/07/28/concentrum-wealth-management-sells-280-shares-of-tesla-inc-nasdaqtsla.html', 'https://www.benzinga.com/news/23/07/33453340/is-elon-musks-success-a-result-of-deception-facebook-co-founder-challenges-true-impact-of-tesla-spac', 'https://seekingalpha.com/article/4621453-graphite-miners-news-july-2023', 'https://www.hindustantimes.com/technology/facebook-cofounder-dustin-moskovitz-scams-elon-musk-got-away-with-spacex-tesla-101690650315314.html']","['Concentrum Wealth Management Sells 280 Shares Of Tesla Inc Nasdaqtsla', 'Is Elon Musks Success A Result Of Deception Facebook Co Founder Challenges True Impact Of Tesla Spac', '4621453 Graphite Miners News July 2023', 'Facebook Cofounder Dustin Moskovitz Scams Elon Musk Got Away With Spacex Tesla 101690650315314']"
2023-07-30,-1.54,1,,1,['https://www.carscoops.com/2023/07/brand-new-model-y-owner-discovers-teslas-quality-control-is-lacking/'],['Brand New Model Y Owner Discovers Teslas Quality Control Is Lacking']
2023-07-31,0.65,5,1.48,4,"['https://www.marketwatch.com/articles/tesla-chipotle-mcdonalds-ceo-economy-soft-hard-landing-40567d58', 'https://www.benzinga.com/news/23/07/33463652/upgrade-your-tesla-with-ease-fsd-transfer-option-explained-for-new-purchases', 'https://www.electrive.com/2023/07/31/wiferion-now-belongs-to-tesla/', 'https://finance.yahoo.com/news/last-weeks-ev-updates-were-172454325.html', 'https://www.benzinga.com/markets/cryptocurrency/23/07/33470014/compsciences-ai-safety-tech-attracts-10m-in-vc-funding-from-early-tesla-investor']","['Tesla Chipotle Mcdonalds Ceo Economy Soft Hard Landing 40567d58', 'Upgrade Your Tesla With Ease Fsd Transfer Option Explained For New Purchases', 'Wiferion Now Belongs To Tesla', 'Last Weeks Ev Updates Were 172454325', 'Compsciences Ai Safety Tech Attracts 10m In Vc Funding From Early Tesla Investor']"
2023-08-01,0.61,5,1.39,5,"['https://paultan.org/2023/08/01/tesla-wall-connector-malaysia-price-rm2880/', 'https://www.benzinga.com/news/23/08/33484003/texas-senator-john-cornyn-tours-tesla-gigafactory-says-discussed-ai-supply-chains-spacex-china-with', 'https://jalopnik.com/tesla-wants-millions-in-federal-money-for-semi-charger-1850695957', 'https://www.bloomberg.com/news/articles/2023-08-01/meme-darling-nikola-nkla-surges-as-retail-investors-buy-the-good-news', 'https://www.stuff.co.nz/taranaki-daily-news/132651710/taranaki-ditches-tesla-dead-spot-tag-after-arrival-of-charging-stations']","['Tesla Wall Connector Malaysia Price Rm2880', 'Texas Senator John Cornyn Tours Tesla Gigafactory Says Discussed Ai Supply Chains Spacex China With', 'Tesla Wants Millions In Federal Money For Semi Charger 1850695957', 'Meme Darling Nikola Nkla Surges As Retail Investors Buy The Good News', 'Taranaki Ditches Tesla Dead Spot Tag After Arrival Of Charging Stations']"
2023-08-02,0.41,7,1.62,6,"['https://cleantechnica.com/2023/08/02/tesla-acquires-wireless-charging-firm-wiferion/', 'https://www.zdnet.com/article/bmw-explores-next-gen-lidar-to-beat-tesla-to-level-autonomous-vehicles/', 'https://cleantechnica.com/2023/08/02/ark-invest-sells-some-tesla-stock-but-still-bullish-on-2000-share/', 'https://www.carscoops.com/2023/08/tesla-quietly-buys-german-wireless-charging-tech-firm/', 'https://news.yahoo.com/tesla-begs-biden-nearly-100-165524129.html', 'https://theenterpriseleader.com/2023/08/02/amica-mutual-insurance-co-boosts-stock-holdings-in-tesla-inc-nasdaqtsla.html', 'https://www.hindustantimes.com/business/elon-musk-tesla-inks-5-year-office-deal-in-panchshil-business-park-pune-as-part-of-plans-for-ev-plant-in-india-101690996383936.html']","['Tesla Acquires Wireless Charging Firm Wiferion', 'Bmw Explores Next Gen Lidar To Beat Tesla To Level Autonomous Vehicles', 'Ark Invest Sells Some Tesla Stock But Still Bullish On 2000 Share', 'Tesla Quietly Buys German Wireless Charging Tech Firm', 'Tesla Begs Biden Nearly 100 165524129', 'Amica Mutual Insurance Co Boosts Stock Holdings In Tesla Inc Nasdaqtsla', 'Elon Musk Tesla Inks 5 Year Office Deal In Panchshil Business Park Pune As Part Of Plans For Ev Plant In India 101690996383936']"
2023-08-03,0.51,2,1.81,2,"['https://www.news18.com/auto/tesla-india-sets-up-office-space-in-pune-amidst-plans-for-ev-manufacturing-plant-8492611.html', 'https://www.theglobeandmail.com/investing/markets/stocks/NVDA/pressreleases/19048073/']","['Tesla India Sets Up Office Space In Pune Amidst Plans For Ev Manufacturing Plant 8492611', '19048073']"
2023-08-04,0.61,4,3.37,4,"['https://trak.in/stories/elon-musk-led-tesla-leases-its-1st-office-in-india-5580-sq-ft-office-space-booked-in-viman-nagar-pune/', 'https://www.benzinga.com/news/23/08/33566153/hackers-unlock-teslas-15-000-software-locked-features-jailbreaking', 'https://www.streetinsider.com/Corporate+News/Tesla+(TSLA)+China+recalls+Model+S+and+Model+X/22000110.html', 'https://electrek.co/2023/08/04/pepsico-explains-uses-tesla-semi-electric-trucks-glimpse-future-of-trucking/']","['Elon Musk Led Tesla Leases Its 1st Office In India 5580 Sq Ft Office Space Booked In Viman Nagar Pune', 'Hackers Unlock Teslas 15 000 Software Locked Features Jailbreaking', '22000110', 'Pepsico Explains Uses Tesla Semi Electric Trucks Glimpse Future Of Trucking']"
2023-08-05,-5.06,3,6.6,3,"['https://napavalleyregister.com/news/state-regional/tesla-electric-car-lawsuit-range/article_815b36a0-32f2-11ee-8937-c716ca1e9e86.html', 'https://www.cbsnews.com/sacramento/news/tesla-sued-in-federal-court-for-allegedly-misrepresenting-range-of-its-electric-vehicles/', 'https://www.benzinga.com/news/23/08/33586176/jeff-bezos-fortune-surges-11b-as-amazons-earnings-shatter-expectations']","['Article 815b36a0 32f2 11ee 8937 C716ca1e9e86', 'Tesla Sued In Federal Court For Allegedly Misrepresenting Range Of Its Electric Vehicles', 'Jeff Bezos Fortune Surges 11b As Amazons Earnings Shatter Expectations']"
2023-08-06,1.41,1,,1,['https://www.nextbigfuture.com/2023/08/pepsi-confirms-over-450-miles-of-range-for-tesla-semi-and-less-than-1-7-kwh-per-mile.html'],['Pepsi Confirms Over 450 Miles Of Range For Tesla Semi And Less Than 1 7 Kwh Per Mile']
2023-08-07,-1.54,4,4.3,4,"['https://www.newzealandstar.com/news/273923655/as-india-welcomes-tesla-china-under-fire-by-new-delhi', 'https://www.talkvietnam.com/tag/nikola-tesla-about-swami-vivekananda/', 'https://jerseyeveningpost.com/morenews/worldnews/2023/08/07/tesla-cfo-zachary-kirkhorn-steps-down-after-13-years/', 'https://www.barrons.com/articles/teslas-stock-cfo-stepping-down-5bd9df5a']","['As India Welcomes Tesla China Under Fire By New Delhi', 'Nikola Tesla About Swami Vivekananda', 'Tesla Cfo Zachary Kirkhorn Steps Down After 13 Years', 'Teslas Stock Cfo Stepping Down 5bd9df5a']"
2023-08-08,-2.04,6,7.93,6,"['https://www.barrons.com/articles/tesla-stock-cfo-stepping-down-5bd9df5a', 'https://fortune.com/2023/08/07/tesla-cfo-zach-kirkhorn-leaving/', 'https://www.thetimes.co.uk/article/finance-chief-who-helped-to-transform-tesla-resigns-930sl73kt', 'https://www.bloomberg.com/news/newsletters/2023-08-08/stock-markets-today-moody-s-cuts-banks-tesla-cfo-ubs-revamp-italy-bank-tax', 'https://organiser.org/2023/08/08/188499/bharat/tesla-gets-indian-origin-vaibhav-taneja-as-new-chief-financial-officer/', 'https://www.accountingtoday.com/articles/teslas-new-cfo-now-has-two-jobs-and-a-lot-of-question-marks']","['Tesla Stock Cfo Stepping Down 5bd9df5a', 'Tesla Cfo Zach Kirkhorn Leaving', 'Finance Chief Who Helped To Transform Tesla Resigns 930sl73kt', 'Stock Markets Today Moody S Cuts Banks Tesla Cfo Ubs Revamp Italy Bank Tax', 'Tesla Gets Indian Origin Vaibhav Taneja As New Chief Financial Officer', 'Teslas New Cfo Now Has Two Jobs And A Lot Of Question Marks']"
2023-08-09,0.0,1,,1,['https://thedriven.io/2023/08/09/teslas-750-kw-semi-megacharger-spotted-on-a-pallet/'],['Teslas 750 Kw Semi Megacharger Spotted On A Pallet']
2023-08-10,-0.66,5,3.42,5,"['https://www.dailypolitical.com/2023/08/09/bradley-co-private-wealth-management-llc-sells-685-shares-of-tesla-inc-nasdaqtsla.html', 'https://www.wkrb13.com/2023/08/10/tesla-inc-nasdaqtsla-shares-sold-by-bradley-co-private-wealth-management-llc.html', 'https://www.team-bhp.com/news/eye-opening-fact-about-owning-tesla-i-realised-after-13000-km', 'https://jalopnik.com/tesla-alerted-driver-150-times-to-take-the-wheel-before-1850724778', 'https://dailycaller.com/2023/08/10/journalist-totaled-tesla-ukraine/']","['Bradley Co Private Wealth Management Llc Sells 685 Shares Of Tesla Inc Nasdaqtsla', 'Tesla Inc Nasdaqtsla Shares Sold By Bradley Co Private Wealth Management Llc', 'Eye Opening Fact About Owning Tesla I Realised After 13000 Km', 'Tesla Alerted Driver 150 Times To Take The Wheel Before 1850724778', 'Journalist Totaled Tesla Ukraine']"
2023-08-14,-1.01,6,1.32,6,"['https://economictimes.indiatimes.com/tech/technology/tesla-cuts-prices-in-china-for-some-model-y-versions/articleshow/102712767.cms', 'https://www.investing.com/news/stock-market-news/tesla-shares-slip-after-electric-car-giant-unveils-price-cuts-in-china-3153360', 'https://chinaeconomicreview.com/tesla-cuts-top-end-model-y-prices-in-china/', 'https://www.theglobeandmail.com/investing/markets/commodities/GDH20/pressreleases/19343431/stocks-set-to-open-higher-as-investors-await-fomc-minutes-retail-earnings/', 'https://www.autoblog.com/2023/08/14/tesla-slashes-model-y-prices-again-in-china/', 'https://www.news-gazette.com/news/nation-world/us-steel-monday-com-rise-nikola-paramount-global-fall-monday-8-14-2023/article_fb2c988b-ec6c-54c6-b48b-c08dc4d199ca.html']","['102712767.cms', 'Tesla Shares Slip After Electric Car Giant Unveils Price Cuts In China 3153360', 'Tesla Cuts Top End Model Y Prices In China', 'Stocks Set To Open Higher As Investors Await Fomc Minutes Retail Earnings', 'Tesla Slashes Model Y Prices Again In China', 'Article Fb2c988b Ec6c 54c6 B48b C08dc4d199ca']"
2023-08-15,0.77,5,1.96,5,"['https://dunyanews.tv/en/Business/747306-Tesla-launches-cheaper-Model-S-and-X-versions-in-US-with-shorter-ranges', 'https://www.marketscreener.com/quote/stock/TESLA-INC-6344549/news/Fisker-to-add-Tesla-s-EV-charging-connector-by-2025-44617595/', 'https://www.933thedrive.com/2023/08/15/ev-maker-vinfasts-shares-rise-in-premarket-trade-before-nasdaq-debut/', 'https://www.firstpost.com/tech/auto-tech/desperation-dialled-up-tesla-dials-down-most-popular-evs-on-discount-13000562.html', 'https://finance.yahoo.com/news/todays-news-ev-automotive-universe-172454499.html']","['747306 Tesla Launches Cheaper Model S And X Versions In Us With Shorter Ranges', 'Fisker To Add Tesla S Ev Charging Connector By 2025 44617595', 'Ev Maker Vinfasts Shares Rise In Premarket Trade Before Nasdaq Debut', 'Desperation Dialled Up Tesla Dials Down Most Popular Evs On Discount 13000562', 'Todays News Ev Automotive Universe 172454499']"
2023-08-16,-0.25,5,3.93,5,"['http://www.econotimes.com/Tesla-Debuts-Cheaper-Versions-of-Its-Model-S-and-Model-X-Electric-Cars-1661150', 'https://www.dailypolitical.com/2023/08/16/1834-investment-advisors-co-takes-247000-position-in-tesla-inc-nasdaqtsla.html', 'https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-texas-approves-plan-to-mandate-tesla-tech-for-ev-chargers-despite/', 'https://missoulian.com/news/nation-world/business/tesla-autopilot-questions-continue-after-deadly-crash-case/article_9cd913a8-64f4-5e28-9f9d-f50d4433cb4f.html', 'https://www.myrecordjournal.com/News/National/Edmunds-Tesla-wins-the-EV-charge-plug-format-war.html']","['Tesla Debuts Cheaper Versions Of Its Model S And Model X Electric Cars 1661150', '1834 Investment Advisors Co Takes 247000 Position In Tesla Inc Nasdaqtsla', 'Article Texas Approves Plan To Mandate Tesla Tech For Ev Chargers Despite', 'Article 9cd913a8 64f4 5e28 9f9d F50d4433cb4f', 'Edmunds Tesla Wins The Ev Charge Plug Format War']"
2023-08-17,-1.15,3,1.89,3,"['https://www.ohiostandard.com/news/273934200/texas-oks-plan-to-mandate-tesla-tech-for-ev-chargers-in-state', 'https://www.firstpost.com/tech/auto-tech/teslas-desperate-gamble-musks-ev-companies-announce-second-round-of-discounts-in-china-13008092.html', 'https://www.benzinga.com/trading-ideas/long-ideas/23/08/33898792/heres-where-tesla-may-find-support-if-the-stock-continue-to-drive-south']","['Texas Oks Plan To Mandate Tesla Tech For Ev Chargers In State', 'Teslas Desperate Gamble Musks Ev Companies Announce Second Round Of Discounts In China 13008092', 'Heres Where Tesla May Find Support If The Stock Continue To Drive South']"
2023-08-18,-2.73,6,4.67,5,"['https://carbuzz.com/news/new-tesla-model-s-and-model-x-standard-range-offer-10000-savings-for-less-range', 'https://www.australiannews.net/news/273935625/tesla-lowers-prices-in-us-as-it-seeks-greater-market-share', 'https://www.birminghamstar.com/news/273935625/tesla-lowers-price-of-models-s-x-evs-in-us-seeking-to-increase-sales', 'https://biztoc.com/x/d6521db93357a53a', 'https://biztoc.com/x/6d4cc3a9d49dea3a', 'https://www.modernreaders.com/news/2023/08/18/direxion-daily-tsla-bull-1-5x-shares-nasdaqtsll-stock-price-down-4-2.html']","['New Tesla Model S And Model X Standard Range Offer 10000 Savings For Less Range', 'Tesla Lowers Prices In Us As It Seeks Greater Market Share', 'Tesla Lowers Price Of Models S X Evs In Us Seeking To Increase Sales', 'D6521db93357a53a', '6d4cc3a9d49dea3a', 'Direxion Daily Tsla Bull 1 5x Shares Nasdaqtsll Stock Price Down 4 2']"
2023-08-20,-5.09,1,,1,['https://news.yahoo.com/teslas-massive-data-breach-may-165648427.html'],['Teslas Massive Data Breach May 165648427']
2023-08-21,0.36,9,2.75,9,"['https://www.benzinga.com/news/23/08/33956081/tesla-investor-says-netherlands-and-denmarks-decision-to-give-f-16-fighter-jets-to-ukraine-should-en', 'https://www.canberratimes.com.au/story/8313647/can-you-unlock-your-tesla-from-the-other-side-of-the-world-we-find-out/?cs=14329', 'https://www.marketwatch.com/story/teslas-stock-jumps-3-5-premarket-after-baird-outlines-catalysts-for-the-second-half-a1920bc9?g=%7B8E2AA432-6A6E-474A-9B1C-9263BEF54C40%7D&siteid=bulletrss', 'https://www.autoblog.com/2023/08/21/tesla-owners-expand-your-charging-network-with-this-adapter-now-under-100/', 'https://finance.yahoo.com/news/metas-threads-prepares-counter-elon-171718103.html', 'https://www.nextbigfuture.com/2023/08/dozens-of-tesla-cybertrucks-leaving-giga-texas-as-first-employee-deliveries-are-near.html', 'https://kelo.com/2023/08/21/tesla-shares-gain-as-baird-equity-adds-stock-to-best-ideas-list/', 'https://www.theglobeandmail.com/investing/investment-ideas/article-tesla-shares-gain-as-baird-equity-adds-stock-to-best-ideas-list/', 'https://www.latestly.com/technology/tesla-data-breach-elon-musk-run-electric-car-maker-admits-privacy-violation-impacting-75000-employees-was-insiders-job-5353181.html']","['Tesla Investor Says Netherlands And Denmarks Decision To Give F 16 Fighter Jets To Ukraine Should En', '?cs=14329', 'Teslas Stock Jumps 3 5 Premarket After Baird Outlines Catalysts For The Second Half A1920bc9?g=%7b8e2aa432 6a6e 474a 9b1c 9263bef54c40%7d&siteid=bulletrss', 'Tesla Owners Expand Your Charging Network With This Adapter Now Under 100', 'Metas Threads Prepares Counter Elon 171718103', 'Dozens Of Tesla Cybertrucks Leaving Giga Texas As First Employee Deliveries Are Near', 'Tesla Shares Gain As Baird Equity Adds Stock To Best Ideas List', 'Article Tesla Shares Gain As Baird Equity Adds Stock To Best Ideas List', 'Tesla Data Breach Elon Musk Run Electric Car Maker Admits Privacy Violation Impacting 75000 Employees Was Insiders Job 5353181']"
2023-08-22,-1.87,7,2.92,7,"['https://www.futurecar.com/7943/Teslas-$100000-EV-refund-due-to-defect', 'https://www.carscoops.com/2023/08/tesla-accuses-two-former-employees-of-wrongdoing-in-massive-leak-of-internal-data/', 'https://www.illawarramercury.com.au/story/8317796/watch-as-a-man-is-caught-on-camera-vandalising-a-tesla-in-wollongong/?cs=300', 'https://insideevs.com/news/682896/tesla-sues-two-former-employees-data-breach-affected-75000/', 'https://www.benzinga.com/news/23/08/33977786/tesla-inching-closer-to-india-debut-spy-shots-of-model-y-at-mahindra-facility-build-up-buzz', 'https://www.greencarreports.com/news/1140568_honda-and-acura-evs-will-also-adopt-tesla-nacs-standard', 'http://www.birminghamtimes.com/2023/08/tesla-data-breach-affected-over-75000-people/']","['Teslas $100000 Ev Refund Due To Defect', 'Tesla Accuses Two Former Employees Of Wrongdoing In Massive Leak Of Internal Data', '?cs=300', 'Tesla Sues Two Former Employees Data Breach Affected 75000', 'Tesla Inching Closer To India Debut Spy Shots Of Model Y At Mahindra Facility Build Up Buzz', '1140568 Honda And Acura Evs Will Also Adopt Tesla Nacs Standard', 'Tesla Data Breach Affected Over 75000 People']"
2023-08-23,-0.12,3,2.04,2,"['https://markets.businessinsider.com/news/stocks/elon-musk-tesla-sheds-nearly-200-billion-market-value-2023-8', 'https://insideevs.com/news/683083/tesla-model-y-fastest-stelling-used-ev-study/', 'https://insideevs.com/news/683064/tesla-lexus-top-customer-satisfaction-study/']","['Elon Musk Tesla Sheds Nearly 200 Billion Market Value 2023 8', 'Tesla Model Y Fastest Stelling Used Ev Study', 'Tesla Lexus Top Customer Satisfaction Study']"
2023-08-24,1.27,8,1.18,8,"['https://www.drive.com.au/news/tesla-cybertruck-spied-filming-in-iceland/', 'https://247wallst.com/investing/2023/08/24/cathie-wood-has-5-strong-buy-ark-innovation-holdings-that-aggressive-growth-investors-can-grab-now-and-hold-forever/', 'https://english.aawsat.com/technology/4504881-tesla-powerwall-users-sell-excess-power-texas-grid-pilot-project', 'https://www.bnnbloomberg.ca/nvidia-is-growing-its-way-into-a-cheaper-valuation-1.1962952', 'https://www.benzinga.com/news/23/08/34020923/nvidia-c3-ai-and-other-big-stocks-moving-higher-in-thursdays-pre-market-session', 'https://www.inferse.com/690335/tesla-to-sell-electric-cars-at-mohegan-sun-casino-skirting-state-ban-the-connecticut-mirror/', 'https://www.nbcmiami.com/news/business/money-report/tesla-hasnt-issued-final-pricing-or-specs-for-cybertruck-as-musk-memo-warns-of-manufacturing-challenges/3098012/', 'https://www.marketwatch.com/articles/cathie-wood-ark-nvidia-tesla-musk-343f64a9']","['Tesla Cybertruck Spied Filming In Iceland', 'Cathie Wood Has 5 Strong Buy Ark Innovation Holdings That Aggressive Growth Investors Can Grab Now And Hold Forever', '4504881 Tesla Powerwall Users Sell Excess Power Texas Grid Pilot Project', 'Nvidia Is Growing Its Way Into A Cheaper Valuation 1.1962952', 'Nvidia C3 Ai And Other Big Stocks Moving Higher In Thursdays Pre Market Session', 'Tesla To Sell Electric Cars At Mohegan Sun Casino Skirting State Ban The Connecticut Mirror', '3098012', 'Cathie Wood Ark Nvidia Tesla Musk 343f64a9']"
2023-08-25,0.61,3,1.0,3,"['https://www.coindesk.com/consensus-magazine/2023/08/24/tokenization-news-roundup-resource-extraction-social-media-monetization-and-real-world-connections/', 'https://finance.yahoo.com/news/10-best-performing-etfs-2023-112955796.html', 'https://www.nbcphiladelphia.com/news/business/money-report/tesla-autopilot-safety-probe-by-federal-vehicle-regulators-nears-completion/3632450/']","['Tokenization News Roundup Resource Extraction Social Media Monetization And Real World Connections', '10 Best Performing Etfs 2023 112955796', '3632450']"
2023-08-26,-0.47,3,0.4,3,"['https://www.dailyliberal.com.au/story/8323595/watch-as-man-is-caught-on-camera-keying-a-tesla-in-car-park/?cs=2623', 'https://www.begadistrictnews.com.au/story/8323595/watch-as-man-is-caught-on-camera-keying-a-tesla-in-car-park/?cs=511', 'https://www.bostonstar.com/news/273944385/tesla-says-germany-production-to-fall-to-4350-autos-per-week']","['?cs=2623', '?cs=511', 'Tesla Says Germany Production To Fall To 4350 Autos Per Week']"
2023-08-27,-0.7,4,0.0,4,"['https://www.illawarramercury.com.au/story/8323595/watch-as-man-is-caught-on-camera-keying-a-tesla-in-car-park/?cs=2569', 'https://www.portnews.com.au/story/8323595/watch-as-man-is-caught-on-camera-keying-a-tesla-in-car-park/?cs=2639', 'https://www.parkeschampionpost.com.au/story/8323595/watch-as-man-is-caught-on-camera-keying-a-tesla-in-car-park/?cs=2712', 'https://www.sconeadvocate.com.au/story/8323595/watch-as-man-is-caught-on-camera-keying-a-tesla-in-car-park/?cs=2942']","['?cs=2569', '?cs=2639', '?cs=2712', '?cs=2942']"
2023-08-28,-0.8,2,1.85,2,"['https://www.futurecar.com/8858/Teslas-Debut-of-V4-Supercharger-in-the-UK', 'https://www.thetruthaboutcars.com/cars/news-blog/tesla-s-odd-drive-in-and-diner-equipped-supercharger-location-appears-to-be-headed-44502580']","['Teslas Debut Of V4 Supercharger In The Uk', 'Tesla S Odd Drive In And Diner Equipped Supercharger Location Appears To Be Headed 44502580']"
2023-08-29,-3.1,5,3.32,5,"['https://www.itnews.com.au/news/tesla-braces-for-its-first-trial-involving-autopilot-fatality-599718', 'https://www.theepochtimes.com/article/tesla-prepares-for-first-trial-over-fatality-involving-its-full-self-driving-vehicles-5482007', 'https://www.bnd.com/news/business/article278713374.html', 'https://newsadvance.com/news/state-regional/business/amazon-tesla-glass-breaker-steering-wheel-washington-post-story-deactivated-account/article_9f725f83-bbde-5e9d-a66c-9b97ecfe87d6.html', 'https://godanriver.com/news/state-regional/business/amazon-tesla-glass-breaker-steering-wheel-washington-post-story-deactivated-account/article_bd0d5b76-402f-5e34-b293-6d4b7fcadbb3.html']","['Tesla Braces For Its First Trial Involving Autopilot Fatality 599718', 'Tesla Prepares For First Trial Over Fatality Involving Its Full Self Driving Vehicles 5482007', 'Article278713374', 'Article 9f725f83 Bbde 5e9d A66c 9b97ecfe87d6', 'Article Bd0d5b76 402f 5e34 B293 6d4b7fcadbb3']"
2023-08-30,-0.74,3,1.83,3,"['https://www.autoblog.com/2023/08/29/the-tesla-cybertruck-might-always-look-a-little-messed-up/', 'https://www.albawaba.com/business/stocks-worldwide-softer-expected-us-jobs-data-1532392', 'https://www.cnbc.com/2023/08/30/guggenheim-maintains-tesla-sell-rating-despite-the-stocks-strong-performance-this-week.html']","['The Tesla Cybertruck Might Always Look A Little Messed Up', 'Stocks Worldwide Softer Expected Us Jobs Data 1532392', 'Guggenheim Maintains Tesla Sell Rating Despite The Stocks Strong Performance This Week']"
